id,name,code,user_type_id/id,chart_template_id/id,reconcile
433000,Ba_lı Ortaklıklara Borçlar,433000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
436000,Di_er Çe_itli Borçlar,436000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
437000,Di_er Borç Senetleri Reeskontu(-),437000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
438000,Kamuya Olan Ertelenmi_ Veya Taksitlendirilmi_ Borçlar,438000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
440000,Alınan Sipari_ Avansları,440000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
449000,Alınan Di_er Avanslar,449000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
472000,Kıdem Tazminatı Kar_ılı_ı,472000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
479000,Di_er Borç Ve Gider Kar_ılıkları,479000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
492000,Gelecek Yıllara Ertelenmi_ Veya Terkin Edilecek KDV,492000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
493000,Tesise Katılma Payları,493000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
499000,Di_er Çe_itli Uzun Vadeli Yabancı Kaynaklar,499000,account.data_account_type_current_liabilities,turkish_coa.turkey_chart_of_account,FALSE
500000,Sermaye,500000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
501000,Ödenmi_ Sermaye(-),501000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
520000,Hisse Senetleri _hraç Primleri,520000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
521000,Hisse Senedi _ptal Kârları,521000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
522000,Maddi Duran Varlık Yeniden De_erlenme Artı_ları,522000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
524000,Maliyet Artı_ları Fonu,524000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
529000,Di_er Sermaye Yedekleri,529000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
540000,Yasal Yedekler,540000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
541000,Statü Yedekleri,541000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
542000,Ola_anüstü Yedekler,542000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
548000,Di_er Kâr Yedekleri,548000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
549000,Özel Fonlar,549000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
570000,Geçmi_ Yıllar Kârları,570000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
580000,Geçmi_ Yıllar Zararları(-),580000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
590000,Dönem Net Kârı,590000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
591000,Dönem Net Zararı(-),591000,account.data_account_type_equity,turkish_coa.turkey_chart_of_account,FALSE
600000,Yurt _çi Satı_lar,600000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
601000,Yurt Dı_ı Satı_lar,601000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
602000,Di_er Gelirler,602000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
610000,Satı_tan _adeler(-),610000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
611000,Satı_ _ndirimleri(-),611000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
612000,Di_er _ndirimler,612000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
620000,Satılan Mamuller Maliyeti(-),620000,account.data_account_type_direct_costs,turkish_coa.turkey_chart_of_account,FALSE
621000,Satılan Ticari Mallar Maliyeti(-),621000,account.data_account_type_direct_costs,turkish_coa.turkey_chart_of_account,FALSE
622000,Satılan Hizmet Maliyeti(-),622000,account.data_account_type_direct_costs,turkish_coa.turkey_chart_of_account,FALSE
623000,Di_er Satı_ların Maliyeti(-),623000,account.data_account_type_direct_costs,turkish_coa.turkey_chart_of_account,FALSE
630000,Ara_tırma Ve Geli_tirme Giderleri(-),630000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
631000,Pazarlama Satı_ Ve Da_ıtım Giderleri(-),631000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
632000,Genel Yönetim Giderleri(-),632000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
640000,__tiraklerden Temettü Gelirleri,640000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
641000,Ba_lı Ortaklıklardan Temettü Gelirleri,641000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
642000,Faiz Gelirleri,642000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
643000,Komisyon Gelirleri,643000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
644000,Konusu Kalmayan Kar_ılıklar,644000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
645000,Menkul Kıymet Satı_ Kârları,645000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
646000,Kambiyo Kârları,646000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
647000,Reeskont Faiz Gelirleri,647000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
648000,Enflasyon Düzeltme Kârları,648000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
649000,Di_er Ola_an Gelir Ve Kârlar,649000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
653000,Komisyon Giderleri(-),653000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
654000,Kar_ılık Giderleri(-),654000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
655000,Menkul Kıymet Satı_ Zararları(-),655000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
656000,Kambiyo Zararları(-),656000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
657000,Reeskont Faiz Giderleri(-),657000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
658000,Enflasyon Düzeltmesi Zararları(-),658000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
659000,Di_er Ola_an Gider Ve Zararlar(-),659000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
660000,Kısa Vadeli Borçlanma Giderleri(-),660000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
661000,Uzun Vadeli Borçlanma Giderleri(-),661000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
671000,Önceki Dönem Gelir Ve Kârları,671000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
679000,Di_er Ola_an Dı_ı Gelir Ve Kârlar,679000,account.data_account_type_revenue,turkish_coa.turkey_chart_of_account,FALSE
680000,Çalı_mayan Kısım Gider Ve Zararları(-),680000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
681000,Önceki Dönem Gider Ve Zararları(-),681000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
689000,Di_er Ola_an Dı_ı Gider Ve Zararlar(-),689000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
690000,Dönem Kârı Veya Zararı,690000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
691000,Dönem Kârı Vergi Ve Di_er Yasal Yükümlülük Kar_ılıkları(-),691000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
692000,Dönem Net Kârı Veya Zararı,692000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
697000,Yıllara Yaygın _n_aat Ve Enflasyon Düzeltme Hesabı,697000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
698000,Enflasyon Düzeltme Hesabı,698000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
700000,Maliyet Muhasebesi Ba_lantı Hesabı,700000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
701000,Maliyet Muhasebesi Yansıtma Hesabı,701000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
710000,Direk _lk Madde Ve Malzeme Giderleri Hesabı,710000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
711000,Direkt _lk Madde Ve Malzeme Yansıtma Hesabı,711000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
712000,Direkt _lk Madde Ve Malzeme Fiyat Farkı,712000,account.data_account_type_expenses,turkish_coa.turkey_chart_of_account,FALSE
